stsadrid,stojahr,faeinksteuertot,FaVermSteuerTot,Jahrgang,SEX_CD,Zuzug Ort,Zuzug,Wegzug,Wegzug Ort,ZIVIL_CD,Zivilstand,Jahrgang Kind,Name Kind,is_male,age,age_group
1110521,2013,0.0,0.0,1995,F,Schalunen BE,2011,,,LE,ledig,0,,False,18,10-19
11202,2014,0.0,0.0,1996,F,,1996,,,LE,ledig,0,,False,18,10-19
9875,2011,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,18,10-19
9870,2012,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,19,10-19
9870,2011,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,18,10-19
1100132,2010,1917.65,0.0,1991,F,Etziken,1999,,,VH,verheiratet,0,,False,19,10-19
1100510,2015,0.0,0.0,1997,F,Luterbach,2000,2021,,LE,ledig,0,,False,18,10-19
1100510,2016,0.0,0.0,1997,F,Luterbach,2000,2021,,LE,ledig,0,,False,19,10-19
9759,2012,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,19,10-19
9759,2011,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,18,10-19
9647,2011,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,18,10-19
1100750,2019,0.0,0.0,2000,M,,2000,,,LE,ledig,0,,True,19,10-19
1100778,2018,0.0,0.0,2000,F,,2000,,,LE,ledig,0,,False,18,10-19
1100778,2019,0.0,0.0,2000,F,,2000,,,LE,ledig,0,,False,19,10-19
1100779,2018,0.0,0.0,2000,F,,2000,,,LE,ledig,0,,False,18,10-19
1110327,2010,317.05,0.0,1991,F,Solothurn SO,2010,2011,,LE,ledig,0,,False,19,10-19
1100779,2019,0.0,0.0,2000,F,,2000,,,LE,ledig,0,,False,19,10-19
1100780,2019,0.0,0.0,2000,F,Recherswil SO,2019,,,LE,ledig,0,,False,19,10-19
9609,2012,697.35,0.0,1993,M,,1993,,,LE,ledig,0,,True,19,10-19
9609,2011,26.65,0.0,1993,M,,1993,,,LE,ledig,0,,True,18,10-19
1100820,2018,0.0,0.0,2000,M,,2000,,,LE,ledig,0,,True,18,10-19
1100820,2019,37.1,0.0,2000,M,,2000,,,LE,ledig,0,,True,19,10-19
1100821,2018,0.0,0.0,2000,M,,2000,,,LE,ledig,0,,True,18,10-19
1100821,2019,120.95,0.0,2000,M,,2000,,,LE,ledig,0,,True,19,10-19
1100849,2018,0.0,0.0,2000,M,,2000,,,LE,ledig,0,,True,18,10-19
1100849,2019,275.15,0.0,2000,M,,2000,,,LE,ledig,0,,True,19,10-19
1100891,2015,0.0,0.0,1997,M,Utzenstorf,2000,,,VH,verheiratet,0,,True,18,10-19
9586,2012,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,19,10-19
9586,2011,0.0,0.0,1993,M,,1993,,,LE,ledig,0,,True,18,10-19
1100891,2016,1469.35,0.0,1997,M,Utzenstorf,2000,,,VH,verheiratet,0,,True,19,10-19
1110279,2012,0.0,0.0,1993,F,Wynigen BE,2010,,,GS,geschieden,0,,False,19,10-19
1110279,2011,0.0,0.0,1993,F,Wynigen BE,2010,,,GS,geschieden,0,,False,18,10-19
1110272,2010,0.0,0.0,1991,M,Kriegstetten SO,2010,2011,,LE,ledig,0,,True,19,10-19
9647,2012,90.9,0.0,1993,M,,1993,,,LE,ledig,0,,True,19,10-19
9971,2011,0.0,0.0,1993,F,,1993,2016,,LE,ledig,0,,False,18,10-19
1100750,2018,0.0,0.0,2000,M,,2000,,,LE,ledig,0,,True,18,10-19
1114491,2017,0.0,0.0,1998,F,Rüderswil BE,2016,2020,,LE,ledig,0,,False,19,10-19
1100511,2016,0.0,0.0,1998,M,Luterbach,2000,,,LE,ledig,0,,True,18,10-19
1100511,2017,0.0,0.0,1998,M,Luterbach,2000,,,LE,ledig,0,,True,19,10-19
1100544,2015,0.0,0.0,1997,F,Mont-sur-Rolle,2000,2015,,LE,ledig,0,,False,18,10-19
9739,2011,0.0,0.0,1992,F,,1992,2015,,LE,ledig,0,,False,19,10-19
9739,2010,0.0,0.0,1992,F,,1992,2015,,LE,ledig,0,,False,18,10-19
1100581,2016,0.0,0.0,1998,F,Biberist,2000,,,LE,ledig,0,,False,18,10-19
1100581,2017,293.35,0.0,1998,F,Biberist,2000,,,LE,ledig,0,,False,19,10-19
1100596,2014,0.0,0.0,1996,M,Zuchwil,2000,,,LE,ledig,0,,True,18,10-19
1100596,2015,260.4,0.0,1996,M,Zuchwil,2000,,,LE,ledig,0,,True,19,10-19
1100597,2016,957.25,0.0,1998,F,Zuchwil,2000,2019,,VH,verheiratet,0,,False,18,10-19
1100597,2017,1138.15,0.0,1998,F,Zuchwil,2000,2019,,VH,verheiratet,0,,False,19,10-19
9705,2010,0.0,0.0,1991,M,Biberist,1993,2019,,LE,ledig,0,,True,19,10-19
1100598,2018,598.15,0.0,2000,F,Zuchwil,2000,2021,,LE,ledig,0,,False,18,10-19
1100598,2019,1713.05,0.0,2000,F,Zuchwil,2000,2021,,LE,ledig,0,,False,19,10-19
1100733,2018,0.0,0.0,2000,F,,2000,,,LE,ledig,0,,False,18,10-19
1100733,2019,79.65,0.0,2000,F,,2000,,,LE,ledig,0,,False,19,10-19
1100747,2015,0.0,0.0,1997,M,Biberist,2000,,,LE,ledig,0,,True,18,10-19
1100747,2016,982.3,0.0,1997,M,Biberist,2000,,,LE,ledig,0,,True,19,10-19
1114470,2016,0.0,0.0,1998,F,Recherswil SO,2016,2017,,LE,ledig,0,,False,18,10-19
1114470,2017,0.0,0.0,1998,F,Recherswil SO,2016,2017,,LE,ledig,0,,False,19,10-19
1110350,2011,0.0,0.0,1992,F,Niederwangen BE,2010,2011,,LE,ledig,0,,False,19,10-19
1114490,2019,0.0,0.0,2001,M,Rüderswil BE,2016,,,LE,ledig,0,,True,18,10-19
1114491,2016,0.0,0.0,1998,F,Rüderswil BE,2016,2020,,LE,ledig,0,,False,18,10-19
1110350,2010,0.0,0.0,1992,F,Niederwangen BE,2010,2011,,LE,ledig,0,,False,18,10-19
1100914,2018,0.0,0.0,2000,M,,2000,2020,,LE,ledig,0,,True,18,10-19
9971,2012,0.0,0.0,1993,F,,1993,2016,,LE,ledig,0,,False,19,10-19
1099923,2018,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,19,10-19
1099363,2018,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,19,10-19
1099381,2017,732.15,0.0,1999,F,,1999,,,LE,ledig,0,,False,18,10-19
1110687,2018,0.0,0.0,1999,F,Flumenthal SO,2011,,,LE,ledig,0,,False,19,10-19
1110687,2017,0.0,0.0,1999,F,Flumenthal SO,2011,,,LE,ledig,0,,False,18,10-19
1099381,2018,1411.3,0.0,1999,F,,1999,,,LE,ledig,0,,False,19,10-19
10136,2013,1301.9,0.0,1994,F,,1994,,,VH,verheiratet,0,,False,19,10-19
10136,2012,474.5,0.0,1994,F,,1994,,,VH,verheiratet,0,,False,18,10-19
1099409,2017,0.0,0.0,1999,F,Luterbach SO,2016,,,LE,ledig,0,,False,18,10-19
1099409,2018,0.0,0.0,1999,F,Luterbach SO,2016,,,LE,ledig,0,,False,19,10-19
1099431,2011,0.0,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,18,10-19
1099363,2017,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,18,10-19
1099431,2012,116.85,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,19,10-19
1099535,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099535,2018,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1099541,2014,0.0,0.0,1996,F,Obergerlafingen,1999,2018,,LE,ledig,0,,False,18,10-19
1099541,2015,0.0,0.0,1996,F,Obergerlafingen,1999,2018,,LE,ledig,0,,False,19,10-19
1099542,2016,0.0,0.0,1998,M,Obergerlafingen,1999,2021,,LE,ledig,0,,True,18,10-19
1099542,2017,661.75,0.0,1998,M,Obergerlafingen,1999,2021,,LE,ledig,0,,True,19,10-19
10111,2013,0.0,0.0,1994,M,,1994,2018,,LE,ledig,0,,True,19,10-19
10111,2012,0.0,0.0,1994,M,,1994,2018,,LE,ledig,0,,True,18,10-19
1099580,2011,0.0,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,18,10-19
1099580,2012,0.0,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,19,10-19
1110644,2011,2422.5,0.0,1992,M,Biberist SO,2011,2014,,LE,ledig,0,,True,19,10-19
1099361,2016,576.55,0.0,1997,M,Horriwil,1999,,,LE,ledig,0,,True,19,10-19
1099361,2015,0.0,0.0,1997,M,Horriwil,1999,,,LE,ledig,0,,True,18,10-19
1099351,2016,0.0,0.0,1997,M,Mülchi,1999,2021,,LE,ledig,0,,True,19,10-19
1099053,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099053,2018,977.6,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1113795,2015,300.0,0.0,1996,M,Siebnen SZ,2015,2017,,LE,ledig,0,,True,19,10-19
1099119,2017,0.0,0.0,1999,F,,1999,2018,,LE,ledig,0,,False,18,10-19
1099119,2018,0.0,0.0,1999,F,,1999,2018,,LE,ledig,0,,False,19,10-19
10140,2011,0.0,0.0,1992,M,Däniken SO,2019,2020,Deitingen SO,LE,ledig,0,,True,19,10-19
10140,2010,0.0,0.0,1992,M,Däniken SO,2019,2020,Deitingen SO,LE,ledig,0,,True,18,10-19
1099162,2017,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,18,10-19
1099162,2018,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,19,10-19
1110780,2011,624.0,0.0,1992,F,Lütisburg SG,2011,2012,,LE,ledig,0,,False,19,10-19
1099202,2013,0.0,0.0,1995,M,,1999,2015,,LE,ledig,0,,True,18,10-19
1099202,2014,0.0,0.0,1995,M,,1999,2015,,LE,ledig,0,,True,19,10-19
1099230,2017,26.4,0.0,1999,F,,1999,,,VH,verheiratet,0,,False,18,10-19
1099230,2018,577.5,0.0,1999,F,,1999,,,VH,verheiratet,0,,False,19,10-19
1099232,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099232,2018,355.55,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1099233,2017,471.05,0.0,1999,F,,1999,,,LE,ledig,0,,False,18,10-19
1099233,2018,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,19,10-19
1099289,2015,0.0,0.0,1997,M,Biberist,1999,,,LE,ledig,0,,True,18,10-19
1099289,2016,0.0,0.0,1997,M,Biberist,1999,,,LE,ledig,0,,True,19,10-19
1099350,2011,0.0,0.0,1993,M,Mülchi,1999,2016,,LE,ledig,0,,True,18,10-19
1099350,2012,0.0,0.0,1993,M,Mülchi,1999,2016,,LE,ledig,0,,True,19,10-19
1099351,2015,0.0,0.0,1997,M,Mülchi,1999,2021,,LE,ledig,0,,True,18,10-19
1099589,2017,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,18,10-19
1099589,2018,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,19,10-19
10109,2013,0.0,0.0,1994,F,,1994,,,LE,ledig,0,,False,19,10-19
10109,2012,0.0,0.0,1994,F,,1994,,,LE,ledig,0,,False,18,10-19
1099785,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099785,2018,496.95,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1099786,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099786,2018,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1099820,2012,0.0,0.0,1994,F,Derendingen SO,2020,,,LE,ledig,0,,False,18,10-19
1099820,2013,0.0,0.0,1994,F,Derendingen SO,2020,,,LE,ledig,0,,False,19,10-19
10013,2012,74.1,0.0,1993,F,,1993,,,LE,ledig,0,,False,19,10-19
10013,2011,0.0,0.0,1993,F,,1993,,,LE,ledig,0,,False,18,10-19
1099821,2014,0.0,0.0,1996,M,Beatenberg,1999,,,LE,ledig,0,,True,18,10-19
1099821,2015,1020.45,0.0,1996,M,Beatenberg,1999,,,LE,ledig,0,,True,19,10-19
1099832,2017,0.0,0.0,1999,F,,1999,2019,,LE,ledig,0,,False,18,10-19
1099832,2018,0.0,0.0,1999,F,,1999,2019,,LE,ledig,0,,False,19,10-19
10011,2012,0.0,0.0,1993,M,,1993,2018,,LE,ledig,0,,True,19,10-19
10011,2011,0.0,0.0,1993,M,,1993,2018,,LE,ledig,0,,True,18,10-19
1099843,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099843,2018,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
10010,2012,0.0,0.0,1993,F,Grenchen SO,2015,2016,,LE,ledig,0,,False,19,10-19
10010,2011,0.0,0.0,1993,F,Grenchen SO,2015,2016,,LE,ledig,0,,False,18,10-19
1099905,2017,0.0,0.0,1999,M,,1999,2021,,LE,ledig,0,,True,18,10-19
1099905,2018,0.0,0.0,1999,M,,1999,2021,,LE,ledig,0,,True,19,10-19
1114185,2019,0.0,0.0,2001,F,Recherswil SO,2016,,,LE,ledig,0,,False,18,10-19
1114185,2020,0.0,0.0,2001,F,Recherswil SO,2016,,,LE,ledig,0,,False,19,10-19
1099923,2017,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,18,10-19
1099766,2018,0.0,0.0,1999,F,,1999,,,VH,verheiratet,0,,False,19,10-19
1099924,2016,0.0,0.0,1998,M,,1999,,,LE,ledig,0,,True,18,10-19
1099766,2017,0.0,0.0,1999,F,,1999,,,VH,verheiratet,0,,False,18,10-19
1099737,2017,0.0,0.0,1999,M,Recherswil SO,2016,2019,,LE,ledig,0,,True,18,10-19
10097,2010,0.0,0.0,1991,M,Obergerlafingen,2004,2010,,LE,ledig,0,,True,19,10-19
1113957,2016,0.0,0.0,1998,M,Biberist SO,2015,2018,,LE,ledig,0,,True,18,10-19
1113957,2017,0.0,0.0,1998,M,Biberist SO,2015,2018,,LE,ledig,0,,True,19,10-19
1099590,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1113958,2018,0.0,0.0,2000,F,Biberist SO,2015,2018,,LE,ledig,0,,False,18,10-19
1113958,2019,0.0,0.0,2000,F,Biberist SO,2015,2018,,LE,ledig,0,,False,19,10-19
1099590,2018,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
10076,2011,0.0,0.0,1993,F,,1993,2011,,LE,ledig,0,,False,18,10-19
1099633,2017,0.0,0.0,1999,M,,1999,2019,,LE,ledig,0,,True,18,10-19
1099633,2018,0.0,0.0,1999,M,,1999,2019,,LE,ledig,0,,True,19,10-19
1099643,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1099643,2018,351.3,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
10064,2012,0.0,0.0,1993,F,Wiler b. Utzenstorf BE,2009,2018,,LE,ledig,0,,False,19,10-19
1113975,2015,0.0,0.0,1996,M,Biberist SO,2015,2018,,LE,ledig,0,,True,19,10-19
10064,2011,0.0,0.0,1993,F,Wiler b. Utzenstorf BE,2009,2018,,LE,ledig,0,,False,18,10-19
10052,2012,243.45,0.0,1993,M,Bern BE,2015,2017,,LE,ledig,0,,True,19,10-19
1099656,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
10052,2011,0.0,0.0,1993,M,Bern BE,2015,2017,,LE,ledig,0,,True,18,10-19
1099656,2018,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1099673,2016,0.0,0.0,1998,M,Solothurn,1999,,,LE,ledig,0,,True,18,10-19
1099673,2017,773.85,0.0,1998,M,Solothurn,1999,,,LE,ledig,0,,True,19,10-19
10045,2010,0.0,0.0,1991,F,Langendorf,1993,2016,,LE,ledig,0,,False,19,10-19
1099677,2017,0.0,0.0,1999,M,,1999,2017,,LE,ledig,0,,True,18,10-19
1099737,2018,0.0,0.0,1999,M,Recherswil SO,2016,2019,,LE,ledig,0,,True,19,10-19
10143,2012,0.0,0.0,1994,M,,1994,,,LE,ledig,0,,True,18,10-19
1100914,2019,0.0,0.0,2000,M,,2000,2020,,LE,ledig,0,,True,19,10-19
1100940,2019,0.0,0.0,2000,F,,2000,,,LE,ledig,0,,False,19,10-19
1102407,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1102414,2019,0.0,0.0,2001,F,,2001,,,LE,ledig,0,,False,18,10-19
1102433,2019,0.0,0.0,2001,F,,2001,,,LE,ledig,0,,False,18,10-19
1110065,2019,0.0,0.0,2001,F,Obergerlafingen SO,2019,2019,,LE,ledig,0,,False,18,10-19
1102441,2019,0.0,0.0,2001,M,Grenchen,2001,,,LE,ledig,0,,True,18,10-19
1110058,2018,0.0,0.0,1999,F,Huttwil BE,2010,,,LE,ledig,0,,False,19,10-19
1110058,2017,0.0,0.0,1999,F,Huttwil BE,2010,,,LE,ledig,0,,False,18,10-19
1102441,2020,0.0,0.0,2001,M,Grenchen,2001,,,LE,ledig,0,,True,19,10-19
1110057,2017,0.0,0.0,1998,M,Huttwil BE,2010,,,LE,ledig,0,,True,19,10-19
1110057,2016,0.0,0.0,1998,M,Huttwil BE,2010,,,LE,ledig,0,,True,18,10-19
1102406,2020,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,19,10-19
1102458,2019,0.0,0.0,2001,F,,2001,2020,,LE,ledig,0,,False,18,10-19
1102488,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1102488,2020,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,19,10-19
1102510,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1102510,2020,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,19,10-19
1102511,2019,0.0,0.0,2001,F,,2001,,,LE,ledig,0,,False,18,10-19
1102518,2016,0.0,0.0,1998,F,Langenthal BE,2017,,,LE,ledig,0,,False,18,10-19
1102518,2017,0.0,0.0,1998,F,Langenthal BE,2017,,,LE,ledig,0,,False,19,10-19
1102519,2019,0.0,0.0,2001,M,Langenthal,2002,,,LE,ledig,0,,True,18,10-19
1102526,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1102526,2020,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,19,10-19
1102458,2020,0.0,0.0,2001,F,,2001,2020,,LE,ledig,0,,False,19,10-19
1110076,2013,0.0,0.0,1994,F,Busswil b. Büren BE,2010,2013,,LE,ledig,0,,False,19,10-19
1102406,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1102405,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1110128,2012,0.0,0.0,1993,M,Derendingen SO,2010,2021,,LE,ledig,0,,True,19,10-19
1110128,2011,0.0,0.0,1993,M,Derendingen SO,2010,2021,,LE,ledig,0,,True,18,10-19
1102136,2016,0.0,0.0,1998,M,Krauchthal,2001,,,LE,ledig,0,,True,18,10-19
1102136,2017,0.0,0.0,1998,M,Krauchthal,2001,,,LE,ledig,0,,True,19,10-19
1102232,2019,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,18,10-19
1102232,2020,0.0,0.0,2001,M,,2001,,,LE,ledig,0,,True,19,10-19
1110111,2010,300.0,0.0,1991,F,Hölstein BL,2010,2010,,LE,ledig,0,,False,19,10-19
1102317,2014,0.0,0.0,1996,M,Worb,2001,2017,,VH,verheiratet,0,,True,18,10-19
1102317,2015,1589.5,0.0,1996,M,Worb,2001,2017,,VH,verheiratet,0,,True,19,10-19
9382,2011,16.95,0.0,1992,M,Grenchen SO,2017,,,LE,ledig,0,,True,19,10-19
9382,2010,0.0,0.0,1992,M,Grenchen SO,2017,,,LE,ledig,0,,True,18,10-19
1102332,2012,48.05,0.0,1994,M,Solothurn,2001,,,LE,ledig,0,,True,18,10-19
1102332,2013,520.9,0.0,1994,M,Solothurn,2001,,,LE,ledig,0,,True,19,10-19
1115000,2017,2263.35,0.0,1998,F,Derendingen SO,2017,2018,,LE,ledig,0,,False,19,10-19
9352,2011,0.0,0.0,1992,M,,1992,2020,,LE,ledig,0,,True,19,10-19
9352,2010,0.0,0.0,1992,M,,1992,2020,,LE,ledig,0,,True,18,10-19
1102355,2019,0.0,0.0,2001,M,,2001,2019,,LE,ledig,0,,True,18,10-19
1102368,2017,0.0,0.0,1999,F,Subingen,2001,2017,,LE,ledig,0,,False,18,10-19
1102369,2019,0.0,0.0,2001,M,Biberist,2001,,,LE,ledig,0,,True,18,10-19
9325,2011,0.0,0.0,1992,F,Zuchwil SO,2014,2016,,LE,ledig,0,,False,19,10-19
9325,2010,0.0,0.0,1992,F,Zuchwil SO,2014,2016,,LE,ledig,0,,False,18,10-19
9318,2010,0.0,0.0,1992,M,,1992,2010,,LE,ledig,0,,True,18,10-19
1102369,2020,0.0,0.0,2001,M,Biberist,2001,,,LE,ledig,0,,True,19,10-19
1102592,2020,0.0,0.0,2002,M,,2002,,,LE,ledig,0,,True,18,10-19
1102652,2020,0.0,0.0,2002,M,,2002,,,LE,ledig,0,,True,18,10-19
1102674,2013,0.0,0.0,1995,F,Reinach AG,2020,2020,,LE,ledig,0,,False,18,10-19
1102674,2014,0.0,0.0,1995,F,Reinach AG,2020,2020,,LE,ledig,0,,False,19,10-19
1102969,2016,0.0,0.0,1997,M,,1997,,,LE,ledig,0,,True,19,10-19
1102970,2017,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,18,10-19
1102970,2018,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,19,10-19
1103019,2011,13.9,0.0,1993,M,Zuchwil,2002,2021,,LE,ledig,0,,True,18,10-19
1103019,2012,353.85,0.0,1993,M,Zuchwil,2002,2021,,LE,ledig,0,,True,19,10-19
1115387,2020,0.0,0.0,2002,M,Schnottwil SO,2017,,,LE,ledig,0,,True,18,10-19
1103020,2012,0.0,0.0,1994,M,Zuchwil,2002,2020,,LE,ledig,0,,True,18,10-19
1103020,2013,0.0,0.0,1994,M,Zuchwil,2002,2020,,LE,ledig,0,,True,19,10-19
1115404,2018,18.45,0.0,2000,F,Obergerlafingen SO,2017,2021,,LE,ledig,0,,False,18,10-19
1103046,2020,0.0,0.0,2002,M,,2002,,,LE,ledig,0,,True,18,10-19
1115404,2019,1013.1,0.0,2000,F,Obergerlafingen SO,2017,2021,,LE,ledig,0,,False,19,10-19
1115405,2019,0.0,0.0,2001,F,Obergerlafingen SO,2017,,,LE,ledig,0,,False,18,10-19
1115406,2019,0.0,0.0,2001,F,Obergerlafingen SO,2017,,,LE,ledig,0,,False,18,10-19
1115406,2020,0.0,0.0,2001,F,Obergerlafingen SO,2017,,,LE,ledig,0,,False,19,10-19
1103069,2018,0.0,0.0,2000,F,Heimberg,2002,,,LE,ledig,0,,False,18,10-19
1103069,2019,0.0,0.0,2000,F,Heimberg,2002,,,LE,ledig,0,,False,19,10-19
